Show,Total Boletos,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,TipoShow,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show
LA BRUMA FEST,9,TRIBUNA SUR,AppExterna,0,0,Ferias,Enero,Lunes,Noche,Febrero,Domingo,Noche
FESTIVAL DE LA CHICHA,8,PALCO,PayPhone,1,1,Ferias,Enero,Viernes,Mañana,Febrero,Sábado,Tarde
TARDE CLIPP,6,FUNCIÓN 1,AppExterna,0,1,Cine,Enero,Miércoles,Noche,Octubre,Lunes,Mañana
28ava Asamblea Nacional,2,GOLDEN,AppExterna,0,0,Concierto,Enero,Sábado,Tarde,Abril,Martes,Mañana
El After de las Artes Vivas,4,PREVENTA ,Wallet,0,1,Ferias,Enero,Martes,Tarde,Febrero,Miércoles,Mañana
Mujer de Piedra,2,FUNCIÓN 3,PayPhone,1,1,Otro,Enero,Jueves,Mañana,Marzo,Miércoles,Tarde
LA MOSCA,6,SILLAS DIGITAL,PayPhone,0,0,Concierto,Enero,Viernes,Tarde,Diciembre,Viernes,Mañana
Ibarra Fight League,9,CORTESÍAS,AppExterna,0,0,Concierto,Enero,Sábado,Noche,Julio,Lunes,Noche
TARDE CLIPP,9,SALA 1 3D,AppExterna,0,1,Otro,Enero,Miércoles,Noche,Abril,Jueves,Tarde
Inscripciones Ibarra Fight League,1,PRESIDENTES,AppExterna,0,1,Deporte,Enero,Lunes,Noche,Marzo,Miércoles,Mañana
ALZATE,8,PRESIDENTES,Wallet,0,0,Deporte,Enero,Miércoles,Tarde,Septiembre,Viernes,Tarde
Mujer de Piedra,9,GOLDEN,Wallet,1,0,Deporte,Enero,Lunes,Mañana,Septiembre,Lunes,Tarde
Los peces no vuelan,4,BOLETO SOLIDARIO,AppExterna,1,1,Teatro,Enero,Jueves,Mañana,Junio,Miércoles,Mañana
Ibarra Fight League,1,VENTA OFICIAL,PayPhone,0,1,Cine,Enero,Lunes,Noche,Mayo,Lunes,Tarde
El After de las Artes Vivas,6,BOLETO GENERAL,Wallet,1,1,Cine,Enero,Martes,Noche,Diciembre,Jueves,Tarde
Los peces no vuelan,4,SALA 2,PayPhone,0,0,Talleres,Enero,Sábado,Mañana,Marzo,Jueves,Mañana
El After de las Artes Vivas,8,PLATEA MEDIA,PayPhone,1,0,Cine,Enero,Jueves,Tarde,Agosto,Jueves,Noche
El viaje de la Santa,7,SALA 2,PayPhone,0,1,Talleres,Enero,Viernes,Noche,Febrero,Jueves,Tarde
28ava Asamblea Nacional,9,PLATINUM,Wallet,0,1,Cine,Enero,Jueves,Noche,Noviembre,Martes,Noche
CAPACITACION FERIA,4,BOLETO PALCO,Wallet,0,1,Donación,Enero,Domingo,Mañana,Noviembre,Miércoles,Noche
RALLY PROVINCIA DE LOJA,7,INSCRIPCIÓN DIGITAL,PayPhone,1,1,Talleres,Enero,Viernes,Noche,Junio,Sábado,Noche
LA ULTIMA ESPERANZA,5,VIP,AppExterna,1,0,Talleres,Enero,Jueves,Mañana,Octubre,Martes,Tarde
Sensa 20,7,Golden Box,PayPhone,1,1,Concierto,Enero,Martes,Noche,Abril,Domingo,Tarde
DESAYUNO EMPRESARIAL,9,INSCRIPCIÓN DIGITAL,PayPhone,0,1,Teatro,Enero,Lunes,Noche,Febrero,Jueves,Tarde
La Inocente,5,CORTESÍAS,Wallet,0,1,Deporte,Enero,Martes,Noche,Septiembre,Martes,Tarde
Mujer de Piedra,7,PRESIDENTES,AppExterna,1,0,Cine,Enero,Jueves,Noche,Agosto,Jueves,Mañana
TARDE CLIPP,2,PLATEA BAJA,Wallet,0,0,Cine,Enero,Lunes,Noche,Diciembre,Sábado,Noche
Libertad Vs U Catolica,8,PRESIDENTES,PayPhone,1,1,Otro,Enero,Miércoles,Mañana,Diciembre,Domingo,Noche
Mujer de Piedra,8,GOLDEN,Wallet,0,1,Cine,Enero,Miércoles,Noche,Junio,Viernes,Tarde
ALZATE,6,CORTESÍAS GOLDEN,Wallet,1,0,Cine,Enero,Sábado,Mañana,Noviembre,Miércoles,Noche
La Inocente,7,VIP,AppExterna,1,0,Deporte,Enero,Miércoles,Noche,Agosto,Sábado,Noche
LIBERTAD FC VS Emelec SC,2,PLATINUM,PayPhone,1,0,Otro,Enero,Miércoles,Noche,Agosto,Martes,Mañana
El viaje de la Santa,4,CORTESÍAS,Wallet,1,1,Deporte,Enero,Lunes,Mañana,Febrero,Domingo,Mañana
RALLY PROVINCIA DE LOJA,2,BOLETO SOLIDARIO,PayPhone,0,1,Donación,Enero,Jueves,Tarde,Junio,Miércoles,Tarde
MOANA 2,8,FUNCIÓN 3,PayPhone,1,1,Teatro,Enero,Martes,Noche,Febrero,Miércoles,Noche
Ibarra Fight League,3,PRESIDENTES,PayPhone,0,1,Otro,Enero,Domingo,Mañana,Julio,Miércoles,Noche
Libertad Vs U Catolica,7,GOLDEN,PayPhone,1,1,Teatro,Enero,Martes,Noche,Noviembre,Lunes,Mañana
28ava Asamblea Nacional,4,SALA 1 2D,AppExterna,0,1,Cine,Enero,Lunes,Noche,Noviembre,Martes,Noche
FESTIVAL DE LA CHICHA,5,Golden Box,PayPhone,1,0,Donación,Enero,Miércoles,Mañana,Agosto,Viernes,Tarde
Sensa 20,2,FUNCIÓN 1,Wallet,1,1,Concierto,Enero,Jueves,Tarde,Abril,Jueves,Tarde
El After de las Artes Vivas,7,Adhesiones,PayPhone,1,1,Cine,Enero,Viernes,Mañana,Abril,Lunes,Mañana
San Juanes Santa Rosa del Tejar,3,FUNCIÓN 2,PayPhone,1,1,Cine,Enero,Sábado,Mañana,Mayo,Domingo,Noche
San Juanes Santa Rosa del Tejar,8,VIP,PayPhone,1,0,Talleres,Enero,Lunes,Noche,Septiembre,Viernes,Mañana
MOANA 2,6,CORTESÍAS,Wallet,1,1,Cine,Enero,Viernes,Noche,Mayo,Domingo,Mañana
Sensa 20,9,BOLETO SOLIDARIO,AppExterna,0,1,Otro,Enero,Viernes,Mañana,Marzo,Viernes,Tarde
28ava Asamblea Nacional,4,FUNCIÓN 3,AppExterna,1,1,Donación,Enero,Jueves,Tarde,Septiembre,Lunes,Tarde
MOANA 2,6,SALA 1 3D,AppExterna,1,0,Teatro,Enero,Domingo,Mañana,Junio,Miércoles,Mañana
Sensa 20,5,INSCRIPCIÓN DIGITAL,PayPhone,0,0,Talleres,Enero,Lunes,Noche,Febrero,Viernes,Tarde
El viaje de la Santa,8,CORTESÍAS,AppExterna,1,1,Talleres,Enero,Lunes,Noche,Junio,Martes,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,TRIBUNA NORTE,AppExterna,1,1,Teatro,Enero,Jueves,Noche,Septiembre,Domingo,Mañana
MOANA 2,6,SILLAS DIGITAL,PayPhone,1,1,Concierto,Enero,Viernes,Mañana,Julio,Lunes,Noche
LA BRUMA FEST,9,GOLDEN,PayPhone,0,1,Teatro,Enero,Lunes,Mañana,Diciembre,Lunes,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,7,PRESIDENTES,AppExterna,1,0,Ferias,Enero,Viernes,Mañana,Marzo,Sábado,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,2,CORTESÍAS,AppExterna,1,1,Deporte,Enero,Lunes,Mañana,Agosto,Viernes,Mañana
San Juanes Santa Rosa del Tejar,3,SALA 1 2D,PayPhone,0,0,Deporte,Enero,Jueves,Noche,Marzo,Jueves,Mañana
El viaje de la Santa,6,FUNCIÓN 3,AppExterna,0,1,Otro,Enero,Sábado,Noche,Noviembre,Domingo,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,9,PRESIDENTES,AppExterna,0,1,Teatro,Enero,Viernes,Noche,Agosto,Viernes,Noche
La Inocente,1,PLATEA BAJA,AppExterna,0,1,Donación,Enero,Lunes,Mañana,Noviembre,Domingo,Mañana
CAPACITACION FERIA,7,GOLDEN,PayPhone,0,1,Concierto,Enero,Jueves,Tarde,Junio,Miércoles,Tarde
CAPACITACION FERIA,3,PLATEA ALTA,Wallet,0,0,Concierto,Enero,Miércoles,Tarde,Abril,Domingo,Mañana
El After de las Artes Vivas,4,INSCRIPCIÓN DIGITAL,Wallet,0,0,Cine,Enero,Domingo,Tarde,Febrero,Domingo,Noche
Inscripciones Ibarra Fight League,5,FUNCIÓN 3,Wallet,1,0,Teatro,Enero,Lunes,Noche,Junio,Domingo,Noche
Ibarra Fight League,3,PLATEA ALTA,Wallet,1,0,Concierto,Enero,Jueves,Mañana,Septiembre,Lunes,Mañana
Inscripciones Ibarra Fight League,9,CORTESÍAS VIP,Wallet,1,0,Deporte,Enero,Martes,Mañana,Mayo,Sábado,Noche
Mujer de Piedra,8,BOLETO SOLIDARIO,Wallet,1,1,Ferias,Enero,Jueves,Noche,Febrero,Lunes,Mañana
LIBERTAD FC VS Emelec SC,4,FUNCIÓN 3,AppExterna,1,0,Otro,Enero,Sábado,Tarde,Marzo,Martes,Tarde
San Juanes Santa Rosa del Tejar,2,VIP,PayPhone,0,1,Deporte,Enero,Domingo,Tarde,Septiembre,Domingo,Tarde
MOANA 2,3,FUNCIÓN 1,AppExterna,1,0,Deporte,Enero,Domingo,Noche,Agosto,Domingo,Noche
LA ULTIMA ESPERANZA,4,TRIBUNA NORTE,Wallet,1,0,Talleres,Enero,Miércoles,Mañana,Julio,Martes,Tarde
CAPACITACION FERIA,6,FUNCIÓN 1,Wallet,0,1,Concierto,Enero,Viernes,Tarde,Marzo,Lunes,Mañana
San Juanes Santa Rosa del Tejar,9,TRIBUNA SUR,AppExterna,0,0,Teatro,Enero,Martes,Tarde,Septiembre,Domingo,Mañana
El viaje de la Santa,8,FUNCIÓN 3,PayPhone,0,0,Donación,Enero,Miércoles,Noche,Junio,Miércoles,Tarde
LA MOSCA,8,PLATEA ALTA,AppExterna,1,1,Otro,Enero,Lunes,Mañana,Marzo,Viernes,Noche
La Inocente,7,SALA 3,AppExterna,1,0,Talleres,Enero,Domingo,Noche,Agosto,Miércoles,Tarde
FESTIVAL DE LA CHICHA,2,BOLETO PALCO,Wallet,1,0,Ferias,Enero,Domingo,Noche,Septiembre,Domingo,Noche
DESAYUNO EMPRESARIAL,8,SALA 1 2D,PayPhone,1,0,Teatro,Enero,Sábado,Mañana,Marzo,Viernes,Mañana
MOANA 2,7,TRIBUNA NORTE,Wallet,0,1,Ferias,Enero,Martes,Noche,Diciembre,Sábado,Noche
FESTIVAL DE LA CHICHA,3,INSCRIPCIÓN DIGITAL,Wallet,0,1,Concierto,Enero,Jueves,Mañana,Noviembre,Viernes,Mañana
MOANA 2,7,TRIBUNA SUR,PayPhone,0,1,Cine,Enero,Sábado,Tarde,Diciembre,Sábado,Noche
DESAYUNO EMPRESARIAL,1,TRIBUNA NORTE,AppExterna,0,0,Deporte,Enero,Sábado,Tarde,Junio,Sábado,Noche
Mujer de Piedra,5,INSCRIPCIÓN DIGITAL,Wallet,0,1,Deporte,Enero,Jueves,Noche,Abril,Miércoles,Tarde
TARDE CLIPP,4,SALA 1 2D,Wallet,1,1,Concierto,Enero,Sábado,Tarde,Marzo,Viernes,Tarde
La Inocente,6,PLATEA BAJA,Wallet,0,0,Otro,Enero,Domingo,Noche,Agosto,Lunes,Noche
JORGE GUZMAN VS BARCELONA,6,CORTESÍAS,Wallet,1,1,Cine,Enero,Jueves,Noche,Agosto,Lunes,Mañana
A pebble falling on a silent lake,1,INSCRIPCIÓN DIGITAL,PayPhone,1,0,Otro,Enero,Lunes,Mañana,Julio,Sábado,Tarde
DESAYUNO EMPRESARIAL,2,SILLAS DIGITAL,AppExterna,1,1,Ferias,Enero,Domingo,Mañana,Mayo,Jueves,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,7,PALCO,PayPhone,0,1,Concierto,Enero,Viernes,Mañana,Agosto,Viernes,Noche
Inscripciones Ibarra Fight League,3,PLATEA ALTA,Wallet,0,1,Otro,Enero,Viernes,Mañana,Marzo,Domingo,Tarde
RALLY PROVINCIA DE LOJA,4,INSCRIPCIÓN DIGITAL,AppExterna,0,0,Talleres,Enero,Domingo,Noche,Mayo,Domingo,Tarde
CAPACITACION FERIA,2,GENERAL,AppExterna,0,0,Talleres,Enero,Jueves,Tarde,Noviembre,Viernes,Mañana
DESAYUNO EMPRESARIAL,9,BOLETO SOLIDARIO,AppExterna,1,0,Ferias,Enero,Martes,Mañana,Abril,Viernes,Mañana
Inscripciones Ibarra Fight League,1,SALA 1 3D,Wallet,0,1,Deporte,Enero,Martes,Tarde,Febrero,Domingo,Mañana
Libertad Vs U Catolica,6,PLATEA MEDIA,PayPhone,1,1,Concierto,Enero,Lunes,Noche,Diciembre,Martes,Mañana
LIBERTAD FC VS Emelec SC,8,VENTA OFICIAL,AppExterna,0,1,Cine,Enero,Lunes,Noche,Febrero,Domingo,Mañana
El viaje de la Santa,3,PALCO,AppExterna,0,1,Donación,Enero,Lunes,Noche,Febrero,Martes,Noche
LA MOSCA,5,BOLETO SOLIDARIO,Wallet,1,0,Teatro,Enero,Sábado,Noche,Octubre,Viernes,Tarde
LA MOSCA,2,GENERAL,AppExterna,1,0,Concierto,Enero,Lunes,Tarde,Febrero,Miércoles,Noche
El After de las Artes Vivas,6,VIP,PayPhone,1,0,Otro,Enero,Miércoles,Noche,Junio,Miércoles,Mañana
El After de las Artes Vivas,8,BOLETO GENERAL,PayPhone,1,1,Talleres,Enero,Sábado,Tarde,Diciembre,Lunes,Tarde
Ibarra Fight League,9,PLATEA MEDIA,Wallet,1,0,Deporte,Enero,Lunes,Noche,Junio,Miércoles,Mañana
Mujer de Piedra,3,SALA 1 2D,PayPhone,1,1,Ferias,Enero,Sábado,Mañana,Marzo,Lunes,Tarde
Los peces no vuelan,3,PLATEA BAJA,PayPhone,0,0,Talleres,Enero,Miércoles,Noche,Septiembre,Miércoles,Mañana
LA BRUMA FEST,6,FUNCIÓN 2,AppExterna,1,1,Ferias,Enero,Sábado,Noche,Marzo,Jueves,Tarde
ALZATE,8,PRESIDENTES,Wallet,1,0,Cine,Enero,Martes,Mañana,Junio,Viernes,Mañana
CAPACITACION FERIA,6,CORTESÍAS GOLDEN,AppExterna,1,1,Deporte,Enero,Jueves,Noche,Octubre,Jueves,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,4,Golden Box,AppExterna,0,0,Otro,Enero,Sábado,Mañana,Septiembre,Viernes,Mañana
A pebble falling on a silent lake,9,PREVENTA ,Wallet,1,0,Donación,Enero,Miércoles,Mañana,Septiembre,Viernes,Tarde
A pebble falling on a silent lake,3,TRIBUNA SUR,AppExterna,0,1,Donación,Enero,Domingo,Mañana,Junio,Domingo,Tarde
La Inocente,2,CORTESÍAS VIP,PayPhone,0,1,Cine,Enero,Miércoles,Tarde,Julio,Domingo,Noche
28ava Asamblea Nacional,3,GOLDEN,AppExterna,0,1,Cine,Enero,Domingo,Tarde,Febrero,Martes,Mañana
LIBERTAD FC VS Emelec SC,4,PLATEA MEDIA,AppExterna,0,0,Cine,Enero,Lunes,Noche,Junio,Jueves,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,7,CORTESÍAS GOLDEN,AppExterna,1,1,Talleres,Enero,Lunes,Mañana,Julio,Viernes,Noche
DESAYUNO EMPRESARIAL,7,GOLDEN,PayPhone,0,1,Teatro,Enero,Lunes,Mañana,Octubre,Sábado,Mañana
JORGE GUZMAN VS BARCELONA,2,Adhesiones,AppExterna,0,1,Donación,Enero,Martes,Mañana,Marzo,Miércoles,Tarde
FESTIVAL DE LA CHICHA,7,PLATEA MEDIA,PayPhone,1,1,Concierto,Enero,Domingo,Tarde,Agosto,Martes,Tarde
MOANA 2,6,PLATEA MEDIA,AppExterna,0,1,Ferias,Enero,Martes,Tarde,Julio,Sábado,Tarde
El After de las Artes Vivas,1,PALCO,Wallet,0,0,Otro,Enero,Domingo,Mañana,Junio,Miércoles,Noche
A pebble falling on a silent lake,4,PLATEA ALTA,AppExterna,0,0,Teatro,Enero,Viernes,Mañana,Abril,Domingo,Tarde
Mujer de Piedra,2,SALA 1 2D,AppExterna,1,0,Talleres,Enero,Domingo,Noche,Septiembre,Domingo,Noche
El viaje de la Santa,7,FUNCIÓN 1,AppExterna,0,0,Teatro,Enero,Lunes,Tarde,Septiembre,Lunes,Noche
Mujer de Piedra,8,PALCO,AppExterna,1,1,Otro,Enero,Miércoles,Mañana,Agosto,Miércoles,Mañana
DESAYUNO EMPRESARIAL,2,SALA 3,PayPhone,0,0,Cine,Enero,Domingo,Tarde,Julio,Lunes,Tarde
ALZATE,7,FUNCIÓN 1,AppExterna,1,0,Deporte,Enero,Viernes,Mañana,Noviembre,Martes,Tarde
Sensa 20,1,PALCO,AppExterna,1,1,Teatro,Enero,Lunes,Mañana,Febrero,Lunes,Mañana
28ava Asamblea Nacional,8,PLATEA ALTA,AppExterna,0,1,Deporte,Enero,Domingo,Mañana,Mayo,Sábado,Mañana
Inscripciones Ibarra Fight League,1,CORTESÍAS,AppExterna,1,1,Otro,Enero,Sábado,Noche,Septiembre,Sábado,Mañana
Inscripciones Ibarra Fight League,5,VIP,Wallet,1,0,Otro,Enero,Lunes,Noche,Abril,Miércoles,Mañana
El After de las Artes Vivas,7,PLATEA BAJA,Wallet,0,0,Teatro,Enero,Sábado,Noche,Mayo,Domingo,Tarde
LA MOSCA,7,PREVENTA ,Wallet,1,0,Ferias,Enero,Jueves,Noche,Julio,Domingo,Tarde
San Juanes Santa Rosa del Tejar,6,CORTESÍAS GOLDEN,Wallet,0,0,Ferias,Enero,Viernes,Mañana,Febrero,Martes,Mañana
Los peces no vuelan,5,BOLETO SOLIDARIO,Wallet,0,1,Cine,Enero,Miércoles,Tarde,Septiembre,Domingo,Noche
El After de las Artes Vivas,3,PRESIDENTES,PayPhone,1,1,Otro,Enero,Viernes,Noche,Febrero,Viernes,Noche
LIBERTAD FC VS Emelec SC,2,SALA 1 2D,Wallet,0,1,Ferias,Enero,Sábado,Tarde,Febrero,Martes,Noche
El After de las Artes Vivas,9,PREFERENCIA,PayPhone,0,1,Otro,Enero,Lunes,Mañana,Julio,Miércoles,Tarde
ALZATE,6,PREVENTA ,AppExterna,0,1,Otro,Enero,Lunes,Tarde,Marzo,Sábado,Noche
Libertad Vs U Catolica,1,INSCRIPCIÓN DIGITAL,Wallet,0,1,Donación,Enero,Viernes,Tarde,Mayo,Sábado,Mañana
LA BRUMA FEST,5,BOLETO SOLIDARIO,PayPhone,1,1,Cine,Enero,Lunes,Tarde,Diciembre,Martes,Mañana
MOANA 2,3,CORTESÍAS,Wallet,0,0,Donación,Enero,Jueves,Noche,Julio,Miércoles,Mañana
LA MOSCA,4,CORTESÍAS VIP,Wallet,1,0,Deporte,Enero,Lunes,Noche,Noviembre,Sábado,Noche
LIBERTAD FC VS Emelec SC,8,BOLETO PALCO,PayPhone,1,1,Talleres,Enero,Lunes,Tarde,Abril,Jueves,Mañana
Inscripciones Ibarra Fight League,9,SALA 1 3D,AppExterna,1,1,Teatro,Enero,Jueves,Mañana,Octubre,Sábado,Tarde
San Juanes Santa Rosa del Tejar,9,PLATEA ALTA,Wallet,0,0,Deporte,Enero,Martes,Noche,Agosto,Domingo,Noche
DESAYUNO EMPRESARIAL,3,GOLDEN,Wallet,0,0,Deporte,Enero,Viernes,Mañana,Noviembre,Martes,Mañana
Sensa 20,3,PRESIDENTES,Wallet,0,1,Ferias,Enero,Domingo,Noche,Diciembre,Martes,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,3,GOLDEN,PayPhone,1,0,Concierto,Enero,Miércoles,Tarde,Agosto,Jueves,Mañana
DESAYUNO EMPRESARIAL,8,BOLETO GENERAL,AppExterna,0,1,Concierto,Enero,Martes,Tarde,Junio,Miércoles,Noche
La Inocente,9,TRIBUNA SUR,Wallet,1,1,Otro,Enero,Lunes,Tarde,Marzo,Sábado,Tarde
Libertad Vs U Catolica,2,SILLAS DIGITAL,AppExterna,0,0,Teatro,Enero,Jueves,Tarde,Noviembre,Domingo,Mañana
RALLY PROVINCIA DE LOJA,8,CORTESÍAS,AppExterna,1,0,Cine,Enero,Sábado,Noche,Octubre,Jueves,Tarde
El After de las Artes Vivas,8,SALA 1 3D,PayPhone,0,0,Otro,Enero,Martes,Mañana,Junio,Jueves,Tarde
El After de las Artes Vivas,5,PALCO,AppExterna,0,1,Ferias,Enero,Jueves,Noche,Abril,Sábado,Mañana
Libertad Vs U Catolica,7,GOLDEN,Wallet,0,0,Cine,Enero,Domingo,Noche,Marzo,Domingo,Tarde
Mujer de Piedra,2,VIP,PayPhone,0,1,Deporte,Enero,Martes,Noche,Agosto,Domingo,Noche
Libertad Vs U Catolica,5,PLATEA ALTA,PayPhone,1,1,Ferias,Enero,Domingo,Noche,Mayo,Jueves,Mañana
Ibarra Fight League,1,PLATINUM,AppExterna,1,0,Donación,Enero,Viernes,Mañana,Julio,Jueves,Noche
LIBERTAD FC VS Emelec SC,7,TRIBUNA SUR,AppExterna,1,0,Cine,Enero,Miércoles,Tarde,Febrero,Sábado,Noche
RALLY PROVINCIA DE LOJA,6,INSCRIPCIÓN DIGITAL,AppExterna,0,1,Cine,Enero,Miércoles,Tarde,Noviembre,Domingo,Noche
Libertad Vs U Catolica,3,BOLETO GENERAL,Wallet,0,0,Otro,Enero,Jueves,Noche,Marzo,Domingo,Noche
Inscripciones Ibarra Fight League,3,PRESIDENTES,PayPhone,1,0,Donación,Enero,Miércoles,Mañana,Diciembre,Sábado,Mañana
JORGE GUZMAN VS BARCELONA,7,PLATEA MEDIA,PayPhone,1,0,Teatro,Enero,Domingo,Mañana,Febrero,Miércoles,Mañana
LA ULTIMA ESPERANZA,3,GENERAL,PayPhone,0,0,Ferias,Enero,Miércoles,Tarde,Noviembre,Viernes,Tarde
Mujer de Piedra,9,PRESIDENTES,PayPhone,1,0,Talleres,Enero,Lunes,Mañana,Octubre,Miércoles,Mañana
Mujer de Piedra,1,PREFERENCIA,AppExterna,0,1,Deporte,Enero,Sábado,Mañana,Septiembre,Jueves,Tarde
A pebble falling on a silent lake,5,BOLETO PALCO,AppExterna,0,1,Concierto,Enero,Lunes,Tarde,Junio,Lunes,Tarde
ALZATE,9,PRESIDENTES,AppExterna,1,1,Ferias,Enero,Sábado,Tarde,Mayo,Lunes,Noche
ALZATE,1,VIP,PayPhone,0,1,Talleres,Enero,Jueves,Mañana,Abril,Domingo,Noche
Mujer de Piedra,2,PLATEA BAJA,Wallet,0,1,Concierto,Enero,Martes,Mañana,Julio,Lunes,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,7,SALA 1 3D,Wallet,1,0,Concierto,Enero,Viernes,Noche,Abril,Domingo,Tarde
El After de las Artes Vivas,9,PREFERENCIA,AppExterna,0,0,Otro,Enero,Jueves,Mañana,Agosto,Jueves,Tarde
TARDE CLIPP,4,VENTA OFICIAL,PayPhone,1,0,Otro,Enero,Sábado,Mañana,Mayo,Miércoles,Noche
ALZATE,6,Adhesiones,PayPhone,1,0,Concierto,Enero,Jueves,Mañana,Junio,Miércoles,Mañana
LA BRUMA FEST,7,BOLETO PALCO,PayPhone,1,0,Cine,Enero,Domingo,Tarde,Febrero,Martes,Mañana
LIBERTAD FC VS Emelec SC,4,FUNCIÓN 2,Wallet,1,1,Concierto,Enero,Domingo,Tarde,Agosto,Miércoles,Mañana
28ava Asamblea Nacional,3,FUNCIÓN 2,PayPhone,1,0,Teatro,Enero,Domingo,Noche,Febrero,Sábado,Mañana
CAPACITACION FERIA,3,GOLDEN,PayPhone,1,0,Donación,Enero,Sábado,Mañana,Agosto,Lunes,Tarde
Inscripciones Ibarra Fight League,5,Golden Box,PayPhone,0,0,Otro,Enero,Miércoles,Noche,Marzo,Martes,Noche
La Inocente,7,FUNCIÓN 2,PayPhone,1,1,Deporte,Enero,Domingo,Mañana,Abril,Jueves,Mañana
A pebble falling on a silent lake,5,TRIBUNA NORTE,PayPhone,1,1,Concierto,Enero,Martes,Mañana,Octubre,Sábado,Noche
LA BRUMA FEST,2,TRIBUNA SUR,PayPhone,1,1,Deporte,Enero,Martes,Noche,Octubre,Martes,Noche
Los peces no vuelan,1,PLATEA BAJA,Wallet,0,0,Teatro,Enero,Domingo,Tarde,Diciembre,Sábado,Mañana
LA ULTIMA ESPERANZA,9,BOLETO SOLIDARIO,Wallet,0,1,Deporte,Enero,Sábado,Noche,Septiembre,Domingo,Mañana
TARDE CLIPP,2,PLATEA BAJA,Wallet,1,1,Concierto,Enero,Lunes,Mañana,Noviembre,Viernes,Noche
MOANA 2,4,INSCRIPCIÓN DIGITAL,PayPhone,1,1,Otro,Enero,Lunes,Tarde,Diciembre,Domingo,Tarde
LA MOSCA,9,FUNCIÓN 1,Wallet,1,1,Cine,Enero,Viernes,Noche,Noviembre,Jueves,Mañana
MOANA 2,7,VENTA OFICIAL,PayPhone,1,0,Concierto,Enero,Jueves,Mañana,Diciembre,Lunes,Mañana
Mujer de Piedra,7,FUNCIÓN 3,AppExterna,0,1,Cine,Enero,Domingo,Mañana,Septiembre,Lunes,Tarde
DESAYUNO EMPRESARIAL,8,BOLETO GENERAL,PayPhone,0,1,Deporte,Enero,Domingo,Tarde,Diciembre,Miércoles,Tarde
San Juanes Santa Rosa del Tejar,4,PLATEA MEDIA,AppExterna,1,1,Otro,Enero,Viernes,Noche,Noviembre,Domingo,Tarde
ALZATE,7,INSCRIPCIÓN DIGITAL,AppExterna,0,1,Talleres,Enero,Viernes,Mañana,Diciembre,Jueves,Tarde
Los peces no vuelan,3,PLATEA MEDIA,Wallet,1,0,Donación,Enero,Miércoles,Noche,Octubre,Viernes,Tarde
RALLY PROVINCIA DE LOJA,4,Golden Box,AppExterna,0,0,Deporte,Enero,Miércoles,Noche,Agosto,Domingo,Tarde
28ava Asamblea Nacional,5,CORTESÍAS VIP,PayPhone,0,1,Teatro,Enero,Lunes,Mañana,Diciembre,Jueves,Noche
Inscripciones Ibarra Fight League,6,FUNCIÓN 2,PayPhone,1,0,Donación,Enero,Jueves,Tarde,Noviembre,Jueves,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,PREFERENCIA,PayPhone,0,1,Teatro,Enero,Sábado,Tarde,Junio,Sábado,Noche
CAPACITACION FERIA,1,VENTA OFICIAL,AppExterna,1,0,Ferias,Enero,Sábado,Tarde,Septiembre,Jueves,Tarde
LA ULTIMA ESPERANZA,9,SALA 3,PayPhone,0,1,Ferias,Enero,Domingo,Mañana,Agosto,Martes,Noche
LIBERTAD FC VS Emelec SC,4,BOLETO PALCO,AppExterna,1,1,Donación,Enero,Sábado,Mañana,Octubre,Viernes,Tarde
Mujer de Piedra,1,SALA 1 2D,PayPhone,1,1,Ferias,Enero,Viernes,Tarde,Noviembre,Domingo,Noche
El After de las Artes Vivas,8,GOLDEN,PayPhone,0,1,Cine,Enero,Miércoles,Mañana,Septiembre,Domingo,Mañana
LIBERTAD FC VS Emelec SC,1,FUNCIÓN 1,PayPhone,0,1,Talleres,Enero,Jueves,Noche,Agosto,Viernes,Mañana
FESTIVAL DE LA CHICHA,7,Golden Box,AppExterna,1,1,Teatro,Enero,Viernes,Tarde,Septiembre,Domingo,Tarde
El viaje de la Santa,8,PLATINUM,Wallet,0,1,Concierto,Enero,Domingo,Noche,Abril,Martes,Tarde
Los peces no vuelan,5,SILLAS DIGITAL,PayPhone,1,0,Deporte,Enero,Miércoles,Noche,Junio,Domingo,Tarde
El After de las Artes Vivas,3,PREFERENCIA,AppExterna,1,0,Ferias,Enero,Jueves,Noche,Mayo,Martes,Noche
A pebble falling on a silent lake,8,FUNCIÓN 2,AppExterna,0,1,Deporte,Enero,Lunes,Mañana,Julio,Jueves,Noche
