Show,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show,Cluster,Total Boletos Pred,TipoShow Pred
A pebble falling on a silent lake,Golden Box,Wallet,1,0,Enero,Sábado,Noche,Febrero,Lunes,Noche,2,2,Concierto
TARDE CLIPP,PLATEA MEDIA,PayPhone,1,0,Enero,Lunes,Mañana,Noviembre,Martes,Tarde,2,2,Concierto
Inscripciones Ibarra Fight League,SILLAS DIGITAL,AppExterna,0,1,Enero,Lunes,Mañana,Junio,Martes,Tarde,2,2,Otro
DESAYUNO EMPRESARIAL,FUNCIÓN 2,AppExterna,0,1,Enero,Martes,Mañana,Marzo,Jueves,Noche,2,2,Cine
28ava Asamblea Nacional,PLATEA MEDIA,PayPhone,1,0,Enero,Domingo,Tarde,Septiembre,Domingo,Noche,2,2,Concierto
JORGE GUZMAN VS BARCELONA,VIP,Wallet,1,1,Enero,Miércoles,Mañana,Junio,Lunes,Tarde,2,2,Deporte
Mujer de Piedra,PLATEA BAJA,AppExterna,0,0,Enero,Viernes,Mañana,Octubre,Sábado,Noche,3,2,Concierto
LA BRUMA FEST,TRIBUNA SUR,AppExterna,0,0,Enero,Lunes,Noche,Febrero,Domingo,Noche,2,2,Concierto
FESTIVAL DE LA CHICHA,PALCO,PayPhone,1,1,Enero,Viernes,Mañana,Febrero,Sábado,Tarde,2,2,Deporte
TARDE CLIPP,FUNCIÓN 1,AppExterna,0,1,Enero,Miércoles,Noche,Octubre,Lunes,Mañana,2,3,Deporte
28ava Asamblea Nacional,GOLDEN,AppExterna,0,0,Enero,Sábado,Tarde,Abril,Martes,Mañana,2,2,Deporte
El After de las Artes Vivas,PREVENTA ,Wallet,0,1,Enero,Martes,Tarde,Febrero,Miércoles,Mañana,2,2,Teatro
Mujer de Piedra,FUNCIÓN 3,PayPhone,1,1,Enero,Jueves,Mañana,Marzo,Miércoles,Tarde,2,2,Concierto
LA MOSCA,SILLAS DIGITAL,PayPhone,0,0,Enero,Viernes,Tarde,Diciembre,Viernes,Mañana,2,1,Talleres
Ibarra Fight League,CORTESÍAS,AppExterna,0,0,Enero,Sábado,Noche,Julio,Lunes,Noche,3,2,Cine
TARDE CLIPP,SALA 1 3D,AppExterna,0,1,Enero,Miércoles,Noche,Abril,Jueves,Tarde,2,2,Cine
Inscripciones Ibarra Fight League,PRESIDENTES,AppExterna,0,1,Enero,Lunes,Noche,Marzo,Miércoles,Mañana,2,4,Teatro
ALZATE,PRESIDENTES,Wallet,0,0,Enero,Miércoles,Tarde,Septiembre,Viernes,Tarde,2,2,Concierto
Mujer de Piedra,GOLDEN,Wallet,1,0,Enero,Lunes,Mañana,Septiembre,Lunes,Tarde,2,2,Deporte
Los peces no vuelan,BOLETO SOLIDARIO,AppExterna,1,1,Enero,Jueves,Mañana,Junio,Miércoles,Mañana,2,3,Teatro
Ibarra Fight League,VENTA OFICIAL,PayPhone,0,1,Enero,Lunes,Noche,Mayo,Lunes,Tarde,2,2,Deporte
El After de las Artes Vivas,BOLETO GENERAL,Wallet,1,1,Enero,Martes,Noche,Diciembre,Jueves,Tarde,2,4,Talleres
Los peces no vuelan,SALA 2,PayPhone,0,0,Enero,Sábado,Mañana,Marzo,Jueves,Mañana,2,2,Ferias
El After de las Artes Vivas,PLATEA MEDIA,PayPhone,1,0,Enero,Jueves,Tarde,Agosto,Jueves,Noche,2,2,Deporte
El viaje de la Santa,SALA 2,PayPhone,0,1,Enero,Viernes,Noche,Febrero,Jueves,Tarde,2,2,Cine
28ava Asamblea Nacional,PLATINUM,Wallet,0,1,Enero,Jueves,Noche,Noviembre,Martes,Noche,0,2,Teatro
CAPACITACION FERIA,BOLETO PALCO,Wallet,0,1,Enero,Domingo,Mañana,Noviembre,Miércoles,Noche,0,2,Teatro
RALLY PROVINCIA DE LOJA,INSCRIPCIÓN DIGITAL,PayPhone,1,1,Enero,Viernes,Noche,Junio,Sábado,Noche,2,1,Cine
LA ULTIMA ESPERANZA,VIP,AppExterna,1,0,Enero,Jueves,Mañana,Octubre,Martes,Tarde,2,1,Otro
Sensa 20,Golden Box,PayPhone,1,1,Enero,Martes,Noche,Abril,Domingo,Tarde,2,2,Concierto
DESAYUNO EMPRESARIAL,INSCRIPCIÓN DIGITAL,PayPhone,0,1,Enero,Lunes,Noche,Febrero,Jueves,Tarde,2,2,Cine
La Inocente,CORTESÍAS,Wallet,0,1,Enero,Martes,Noche,Septiembre,Martes,Tarde,2,2,Concierto
Mujer de Piedra,PRESIDENTES,AppExterna,1,0,Enero,Jueves,Noche,Agosto,Jueves,Mañana,2,2,Ferias
TARDE CLIPP,PLATEA BAJA,Wallet,0,0,Enero,Lunes,Noche,Diciembre,Sábado,Noche,2,2,Cine
Libertad Vs U Catolica,PRESIDENTES,PayPhone,1,1,Enero,Miércoles,Mañana,Diciembre,Domingo,Noche,2,2,Cine
Mujer de Piedra,GOLDEN,Wallet,0,1,Enero,Miércoles,Noche,Junio,Viernes,Tarde,2,3,Cine
ALZATE,CORTESÍAS GOLDEN,Wallet,1,0,Enero,Sábado,Mañana,Noviembre,Miércoles,Noche,0,2,Teatro
La Inocente,VIP,AppExterna,1,0,Enero,Miércoles,Noche,Agosto,Sábado,Noche,2,2,Deporte
LIBERTAD FC VS Emelec SC,PLATINUM,PayPhone,1,0,Enero,Miércoles,Noche,Agosto,Martes,Mañana,2,2,Deporte
El viaje de la Santa,CORTESÍAS,Wallet,1,1,Enero,Lunes,Mañana,Febrero,Domingo,Mañana,2,3,Talleres
RALLY PROVINCIA DE LOJA,BOLETO SOLIDARIO,PayPhone,0,1,Enero,Jueves,Tarde,Junio,Miércoles,Tarde,2,2,Teatro
MOANA 2,FUNCIÓN 3,PayPhone,1,1,Enero,Martes,Noche,Febrero,Miércoles,Noche,2,2,Concierto
Ibarra Fight League,PRESIDENTES,PayPhone,0,1,Enero,Domingo,Mañana,Julio,Miércoles,Noche,2,3,Concierto
Libertad Vs U Catolica,GOLDEN,PayPhone,1,1,Enero,Martes,Noche,Noviembre,Lunes,Mañana,0,6,Teatro
28ava Asamblea Nacional,SALA 1 2D,AppExterna,0,1,Enero,Lunes,Noche,Noviembre,Martes,Noche,0,2,Teatro
FESTIVAL DE LA CHICHA,Golden Box,PayPhone,1,0,Enero,Miércoles,Mañana,Agosto,Viernes,Tarde,2,2,Deporte
Sensa 20,FUNCIÓN 1,Wallet,1,1,Enero,Jueves,Tarde,Abril,Jueves,Tarde,2,2,Concierto
El After de las Artes Vivas,Adhesiones,PayPhone,1,1,Enero,Viernes,Mañana,Abril,Lunes,Mañana,2,4,Deporte
San Juanes Santa Rosa del Tejar,FUNCIÓN 2,PayPhone,1,1,Enero,Sábado,Mañana,Mayo,Domingo,Noche,2,2,Concierto
San Juanes Santa Rosa del Tejar,VIP,PayPhone,1,0,Enero,Lunes,Noche,Septiembre,Viernes,Mañana,2,1,Talleres
MOANA 2,CORTESÍAS,Wallet,1,1,Enero,Viernes,Noche,Mayo,Domingo,Mañana,2,4,Deporte
Sensa 20,BOLETO SOLIDARIO,AppExterna,0,1,Enero,Viernes,Mañana,Marzo,Viernes,Tarde,2,1,Concierto
28ava Asamblea Nacional,FUNCIÓN 3,AppExterna,1,1,Enero,Jueves,Tarde,Septiembre,Lunes,Tarde,2,2,Deporte
MOANA 2,SALA 1 3D,AppExterna,1,0,Enero,Domingo,Mañana,Junio,Miércoles,Mañana,2,3,Teatro
Sensa 20,INSCRIPCIÓN DIGITAL,PayPhone,0,0,Enero,Lunes,Noche,Febrero,Viernes,Tarde,2,1,Concierto
El viaje de la Santa,CORTESÍAS,AppExterna,1,1,Enero,Lunes,Noche,Junio,Martes,Noche,2,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,TRIBUNA NORTE,AppExterna,1,1,Enero,Jueves,Noche,Septiembre,Domingo,Mañana,0,2,Deporte
MOANA 2,SILLAS DIGITAL,PayPhone,1,1,Enero,Viernes,Mañana,Julio,Lunes,Noche,2,2,Deporte
LA BRUMA FEST,GOLDEN,PayPhone,0,1,Enero,Lunes,Mañana,Diciembre,Lunes,Noche,2,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PRESIDENTES,AppExterna,1,0,Enero,Viernes,Mañana,Marzo,Sábado,Noche,2,2,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,CORTESÍAS,AppExterna,1,1,Enero,Lunes,Mañana,Agosto,Viernes,Mañana,2,1,Deporte
San Juanes Santa Rosa del Tejar,SALA 1 2D,PayPhone,0,0,Enero,Jueves,Noche,Marzo,Jueves,Mañana,2,2,Talleres
El viaje de la Santa,FUNCIÓN 3,AppExterna,0,1,Enero,Sábado,Noche,Noviembre,Domingo,Mañana,0,5,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PRESIDENTES,AppExterna,0,1,Enero,Viernes,Noche,Agosto,Viernes,Noche,2,2,Concierto
La Inocente,PLATEA BAJA,AppExterna,0,1,Enero,Lunes,Mañana,Noviembre,Domingo,Mañana,0,2,Teatro
CAPACITACION FERIA,GOLDEN,PayPhone,0,1,Enero,Jueves,Tarde,Junio,Miércoles,Tarde,2,3,Teatro
CAPACITACION FERIA,PLATEA ALTA,Wallet,0,0,Enero,Miércoles,Tarde,Abril,Domingo,Mañana,2,2,Concierto
El After de las Artes Vivas,INSCRIPCIÓN DIGITAL,Wallet,0,0,Enero,Domingo,Tarde,Febrero,Domingo,Noche,2,2,Concierto
Inscripciones Ibarra Fight League,FUNCIÓN 3,Wallet,1,0,Enero,Lunes,Noche,Junio,Domingo,Noche,2,2,Cine
Ibarra Fight League,PLATEA ALTA,Wallet,1,0,Enero,Jueves,Mañana,Septiembre,Lunes,Mañana,2,2,Deporte
Inscripciones Ibarra Fight League,CORTESÍAS VIP,Wallet,1,0,Enero,Martes,Mañana,Mayo,Sábado,Noche,2,2,Concierto
Mujer de Piedra,BOLETO SOLIDARIO,Wallet,1,1,Enero,Jueves,Noche,Febrero,Lunes,Mañana,2,2,Talleres
LIBERTAD FC VS Emelec SC,FUNCIÓN 3,AppExterna,1,0,Enero,Sábado,Tarde,Marzo,Martes,Tarde,2,2,Otro
San Juanes Santa Rosa del Tejar,VIP,PayPhone,0,1,Enero,Domingo,Tarde,Septiembre,Domingo,Tarde,2,2,Concierto
MOANA 2,FUNCIÓN 1,AppExterna,1,0,Enero,Domingo,Noche,Agosto,Domingo,Noche,2,2,Concierto
LA ULTIMA ESPERANZA,TRIBUNA NORTE,Wallet,1,0,Enero,Miércoles,Mañana,Julio,Martes,Tarde,2,1,Cine
CAPACITACION FERIA,FUNCIÓN 1,Wallet,0,1,Enero,Viernes,Tarde,Marzo,Lunes,Mañana,2,3,Otro
San Juanes Santa Rosa del Tejar,TRIBUNA SUR,AppExterna,0,0,Enero,Martes,Tarde,Septiembre,Domingo,Mañana,1,2,Concierto
El viaje de la Santa,FUNCIÓN 3,PayPhone,0,0,Enero,Miércoles,Noche,Junio,Miércoles,Tarde,2,2,Concierto
LA MOSCA,PLATEA ALTA,AppExterna,1,1,Enero,Lunes,Mañana,Marzo,Viernes,Noche,2,2,Concierto
La Inocente,SALA 3,AppExterna,1,0,Enero,Domingo,Noche,Agosto,Miércoles,Tarde,2,1,Concierto
FESTIVAL DE LA CHICHA,BOLETO PALCO,Wallet,1,0,Enero,Domingo,Noche,Septiembre,Domingo,Noche,2,2,Concierto
DESAYUNO EMPRESARIAL,SALA 1 2D,PayPhone,1,0,Enero,Sábado,Mañana,Marzo,Viernes,Mañana,2,3,Concierto
MOANA 2,TRIBUNA NORTE,Wallet,0,1,Enero,Martes,Noche,Diciembre,Sábado,Noche,2,3,Cine
FESTIVAL DE LA CHICHA,INSCRIPCIÓN DIGITAL,Wallet,0,1,Enero,Jueves,Mañana,Noviembre,Viernes,Mañana,0,2,Teatro
MOANA 2,TRIBUNA SUR,PayPhone,0,1,Enero,Sábado,Tarde,Diciembre,Sábado,Noche,2,2,Cine
DESAYUNO EMPRESARIAL,TRIBUNA NORTE,AppExterna,0,0,Enero,Sábado,Tarde,Junio,Sábado,Noche,2,2,Cine
Mujer de Piedra,INSCRIPCIÓN DIGITAL,Wallet,0,1,Enero,Jueves,Noche,Abril,Miércoles,Tarde,2,2,Concierto
TARDE CLIPP,SALA 1 2D,Wallet,1,1,Enero,Sábado,Tarde,Marzo,Viernes,Tarde,2,2,Otro
La Inocente,PLATEA BAJA,Wallet,0,0,Enero,Domingo,Noche,Agosto,Lunes,Noche,2,2,Deporte
JORGE GUZMAN VS BARCELONA,CORTESÍAS,Wallet,1,1,Enero,Jueves,Noche,Agosto,Lunes,Mañana,2,3,Deporte
A pebble falling on a silent lake,INSCRIPCIÓN DIGITAL,PayPhone,1,0,Enero,Lunes,Mañana,Julio,Sábado,Tarde,2,2,Cine
DESAYUNO EMPRESARIAL,SILLAS DIGITAL,AppExterna,1,1,Enero,Domingo,Mañana,Mayo,Jueves,Tarde,2,2,Deporte
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PALCO,PayPhone,0,1,Enero,Viernes,Mañana,Agosto,Viernes,Noche,2,2,Concierto
Inscripciones Ibarra Fight League,PLATEA ALTA,Wallet,0,1,Enero,Viernes,Mañana,Marzo,Domingo,Tarde,2,2,Concierto
RALLY PROVINCIA DE LOJA,INSCRIPCIÓN DIGITAL,AppExterna,0,0,Enero,Domingo,Noche,Mayo,Domingo,Tarde,2,2,Concierto
CAPACITACION FERIA,GENERAL,AppExterna,0,0,Enero,Jueves,Tarde,Noviembre,Viernes,Mañana,2,1,Talleres
DESAYUNO EMPRESARIAL,BOLETO SOLIDARIO,AppExterna,1,0,Enero,Martes,Mañana,Abril,Viernes,Mañana,2,2,Deporte
Inscripciones Ibarra Fight League,SALA 1 3D,Wallet,0,1,Enero,Martes,Tarde,Febrero,Domingo,Mañana,2,2,Talleres
Libertad Vs U Catolica,PLATEA MEDIA,PayPhone,1,1,Enero,Lunes,Noche,Diciembre,Martes,Mañana,2,1,Otro
LIBERTAD FC VS Emelec SC,VENTA OFICIAL,AppExterna,0,1,Enero,Lunes,Noche,Febrero,Domingo,Mañana,2,2,Talleres
El viaje de la Santa,PALCO,AppExterna,0,1,Enero,Lunes,Noche,Febrero,Martes,Noche,2,2,Concierto
LA MOSCA,BOLETO SOLIDARIO,Wallet,1,0,Enero,Sábado,Noche,Octubre,Viernes,Tarde,2,2,Concierto
LA MOSCA,GENERAL,AppExterna,1,0,Enero,Lunes,Tarde,Febrero,Miércoles,Noche,2,2,Concierto
El After de las Artes Vivas,VIP,PayPhone,1,0,Enero,Miércoles,Noche,Junio,Miércoles,Mañana,2,3,Teatro
El After de las Artes Vivas,BOLETO GENERAL,PayPhone,1,1,Enero,Sábado,Tarde,Diciembre,Lunes,Tarde,2,2,Deporte
Ibarra Fight League,PLATEA MEDIA,Wallet,1,0,Enero,Lunes,Noche,Junio,Miércoles,Mañana,2,2,Otro
Mujer de Piedra,SALA 1 2D,PayPhone,1,1,Enero,Sábado,Mañana,Marzo,Lunes,Tarde,2,3,Deporte
Los peces no vuelan,PLATEA BAJA,PayPhone,0,0,Enero,Miércoles,Noche,Septiembre,Miércoles,Mañana,3,1,Deporte
LA BRUMA FEST,FUNCIÓN 2,AppExterna,1,1,Enero,Sábado,Noche,Marzo,Jueves,Tarde,2,2,Cine
ALZATE,PRESIDENTES,Wallet,1,0,Enero,Martes,Mañana,Junio,Viernes,Mañana,2,3,Talleres
CAPACITACION FERIA,CORTESÍAS GOLDEN,AppExterna,1,1,Enero,Jueves,Noche,Octubre,Jueves,Mañana,2,2,Talleres
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,Golden Box,AppExterna,0,0,Enero,Sábado,Mañana,Septiembre,Viernes,Mañana,3,2,Concierto
A pebble falling on a silent lake,PREVENTA ,Wallet,1,0,Enero,Miércoles,Mañana,Septiembre,Viernes,Tarde,2,2,Concierto
A pebble falling on a silent lake,TRIBUNA SUR,AppExterna,0,1,Enero,Domingo,Mañana,Junio,Domingo,Tarde,2,2,Cine
La Inocente,CORTESÍAS VIP,PayPhone,0,1,Enero,Miércoles,Tarde,Julio,Domingo,Noche,2,4,Cine
28ava Asamblea Nacional,GOLDEN,AppExterna,0,1,Enero,Domingo,Tarde,Febrero,Martes,Mañana,2,3,Talleres
LIBERTAD FC VS Emelec SC,PLATEA MEDIA,AppExterna,0,0,Enero,Lunes,Noche,Junio,Jueves,Tarde,2,2,Talleres
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,CORTESÍAS GOLDEN,AppExterna,1,1,Enero,Lunes,Mañana,Julio,Viernes,Noche,2,1,Cine
DESAYUNO EMPRESARIAL,GOLDEN,PayPhone,0,1,Enero,Lunes,Mañana,Octubre,Sábado,Mañana,2,2,Concierto
JORGE GUZMAN VS BARCELONA,Adhesiones,AppExterna,0,1,Enero,Martes,Mañana,Marzo,Miércoles,Tarde,2,2,Concierto
FESTIVAL DE LA CHICHA,PLATEA MEDIA,PayPhone,1,1,Enero,Domingo,Tarde,Agosto,Martes,Tarde,2,2,Deporte
MOANA 2,PLATEA MEDIA,AppExterna,0,1,Enero,Martes,Tarde,Julio,Sábado,Tarde,2,2,Cine
El After de las Artes Vivas,PALCO,Wallet,0,0,Enero,Domingo,Mañana,Junio,Miércoles,Noche,2,2,Concierto
A pebble falling on a silent lake,PLATEA ALTA,AppExterna,0,0,Enero,Viernes,Mañana,Abril,Domingo,Tarde,2,2,Concierto
Mujer de Piedra,SALA 1 2D,AppExterna,1,0,Enero,Domingo,Noche,Septiembre,Domingo,Noche,2,2,Concierto
El viaje de la Santa,FUNCIÓN 1,AppExterna,0,0,Enero,Lunes,Tarde,Septiembre,Lunes,Noche,3,2,Deporte
Mujer de Piedra,PALCO,AppExterna,1,1,Enero,Miércoles,Mañana,Agosto,Miércoles,Mañana,2,3,Deporte
DESAYUNO EMPRESARIAL,SALA 3,PayPhone,0,0,Enero,Domingo,Tarde,Julio,Lunes,Tarde,2,3,Cine
ALZATE,FUNCIÓN 1,AppExterna,1,0,Enero,Viernes,Mañana,Noviembre,Martes,Tarde,2,2,Teatro
Sensa 20,PALCO,AppExterna,1,1,Enero,Lunes,Mañana,Febrero,Lunes,Mañana,0,2,Teatro
28ava Asamblea Nacional,PLATEA ALTA,AppExterna,0,1,Enero,Domingo,Mañana,Mayo,Sábado,Mañana,2,2,Deporte
Inscripciones Ibarra Fight League,CORTESÍAS,AppExterna,1,1,Enero,Sábado,Noche,Septiembre,Sábado,Mañana,3,1,Deporte
Inscripciones Ibarra Fight League,VIP,Wallet,1,0,Enero,Lunes,Noche,Abril,Miércoles,Mañana,2,4,Deporte
El After de las Artes Vivas,PLATEA BAJA,Wallet,0,0,Enero,Sábado,Noche,Mayo,Domingo,Tarde,2,2,Concierto
LA MOSCA,PREVENTA ,Wallet,1,0,Enero,Jueves,Noche,Julio,Domingo,Tarde,2,2,Cine
San Juanes Santa Rosa del Tejar,CORTESÍAS GOLDEN,Wallet,0,0,Enero,Viernes,Mañana,Febrero,Martes,Mañana,2,2,Donación
Los peces no vuelan,BOLETO SOLIDARIO,Wallet,0,1,Enero,Miércoles,Tarde,Septiembre,Domingo,Noche,2,5,Concierto
El After de las Artes Vivas,PRESIDENTES,PayPhone,1,1,Enero,Viernes,Noche,Febrero,Viernes,Noche,2,2,Concierto
LIBERTAD FC VS Emelec SC,SALA 1 2D,Wallet,0,1,Enero,Sábado,Tarde,Febrero,Martes,Noche,2,2,Concierto
El After de las Artes Vivas,PREFERENCIA,PayPhone,0,1,Enero,Lunes,Mañana,Julio,Miércoles,Tarde,2,2,Concierto
ALZATE,PREVENTA ,AppExterna,0,1,Enero,Lunes,Tarde,Marzo,Sábado,Noche,2,2,Concierto
Libertad Vs U Catolica,INSCRIPCIÓN DIGITAL,Wallet,0,1,Enero,Viernes,Tarde,Mayo,Sábado,Mañana,2,2,Concierto
LA BRUMA FEST,BOLETO SOLIDARIO,PayPhone,1,1,Enero,Lunes,Tarde,Diciembre,Martes,Mañana,2,2,Otro
MOANA 2,CORTESÍAS,Wallet,0,0,Enero,Jueves,Noche,Julio,Miércoles,Mañana,2,2,Teatro
LA MOSCA,CORTESÍAS VIP,Wallet,1,0,Enero,Lunes,Noche,Noviembre,Sábado,Noche,2,2,Concierto
LIBERTAD FC VS Emelec SC,BOLETO PALCO,PayPhone,1,1,Enero,Lunes,Tarde,Abril,Jueves,Mañana,2,1,Deporte
Inscripciones Ibarra Fight League,SALA 1 3D,AppExterna,1,1,Enero,Jueves,Mañana,Octubre,Sábado,Tarde,2,2,Concierto
San Juanes Santa Rosa del Tejar,PLATEA ALTA,Wallet,0,0,Enero,Martes,Noche,Agosto,Domingo,Noche,2,2,Concierto
DESAYUNO EMPRESARIAL,GOLDEN,Wallet,0,0,Enero,Viernes,Mañana,Noviembre,Martes,Mañana,2,2,Talleres
Sensa 20,PRESIDENTES,Wallet,0,1,Enero,Domingo,Noche,Diciembre,Martes,Noche,2,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,GOLDEN,PayPhone,1,0,Enero,Miércoles,Tarde,Agosto,Jueves,Mañana,2,2,Ferias
DESAYUNO EMPRESARIAL,BOLETO GENERAL,AppExterna,0,1,Enero,Martes,Tarde,Junio,Miércoles,Noche,2,2,Teatro
La Inocente,TRIBUNA SUR,Wallet,1,1,Enero,Lunes,Tarde,Marzo,Sábado,Tarde,2,3,Otro
Libertad Vs U Catolica,SILLAS DIGITAL,AppExterna,0,0,Enero,Jueves,Tarde,Noviembre,Domingo,Mañana,0,3,Teatro
RALLY PROVINCIA DE LOJA,CORTESÍAS,AppExterna,1,0,Enero,Sábado,Noche,Octubre,Jueves,Tarde,2,2,Cine
El After de las Artes Vivas,SALA 1 3D,PayPhone,0,0,Enero,Martes,Mañana,Junio,Jueves,Tarde,2,3,Cine
El After de las Artes Vivas,PALCO,AppExterna,0,1,Enero,Jueves,Noche,Abril,Sábado,Mañana,2,1,Deporte
Libertad Vs U Catolica,GOLDEN,Wallet,0,0,Enero,Domingo,Noche,Marzo,Domingo,Tarde,2,2,Concierto
Mujer de Piedra,VIP,PayPhone,0,1,Enero,Martes,Noche,Agosto,Domingo,Noche,2,2,Concierto
Libertad Vs U Catolica,PLATEA ALTA,PayPhone,1,1,Enero,Domingo,Noche,Mayo,Jueves,Mañana,2,3,Talleres
Ibarra Fight League,PLATINUM,AppExterna,1,0,Enero,Viernes,Mañana,Julio,Jueves,Noche,2,2,Cine
LIBERTAD FC VS Emelec SC,TRIBUNA SUR,AppExterna,1,0,Enero,Miércoles,Tarde,Febrero,Sábado,Noche,2,2,Deporte
RALLY PROVINCIA DE LOJA,INSCRIPCIÓN DIGITAL,AppExterna,0,1,Enero,Miércoles,Tarde,Noviembre,Domingo,Noche,0,5,Teatro
Libertad Vs U Catolica,BOLETO GENERAL,Wallet,0,0,Enero,Jueves,Noche,Marzo,Domingo,Noche,2,2,Concierto
Inscripciones Ibarra Fight League,PRESIDENTES,PayPhone,1,0,Enero,Miércoles,Mañana,Diciembre,Sábado,Mañana,2,1,Deporte
JORGE GUZMAN VS BARCELONA,PLATEA MEDIA,PayPhone,1,0,Enero,Domingo,Mañana,Febrero,Miércoles,Mañana,2,3,Teatro
LA ULTIMA ESPERANZA,GENERAL,PayPhone,0,0,Enero,Miércoles,Tarde,Noviembre,Viernes,Tarde,2,2,Concierto
Mujer de Piedra,PRESIDENTES,PayPhone,1,0,Enero,Lunes,Mañana,Octubre,Miércoles,Mañana,2,1,Teatro
Mujer de Piedra,PREFERENCIA,AppExterna,0,1,Enero,Sábado,Mañana,Septiembre,Jueves,Tarde,3,2,Concierto
A pebble falling on a silent lake,BOLETO PALCO,AppExterna,0,1,Enero,Lunes,Tarde,Junio,Lunes,Tarde,2,2,Deporte
ALZATE,PRESIDENTES,AppExterna,1,1,Enero,Sábado,Tarde,Mayo,Lunes,Noche,2,2,Deporte
ALZATE,VIP,PayPhone,0,1,Enero,Jueves,Mañana,Abril,Domingo,Noche,2,1,Concierto
Mujer de Piedra,PLATEA BAJA,Wallet,0,1,Enero,Martes,Mañana,Julio,Lunes,Mañana,2,3,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SALA 1 3D,Wallet,1,0,Enero,Viernes,Noche,Abril,Domingo,Tarde,2,2,Concierto
El After de las Artes Vivas,PREFERENCIA,AppExterna,0,0,Enero,Jueves,Mañana,Agosto,Jueves,Tarde,2,2,Deporte
TARDE CLIPP,VENTA OFICIAL,PayPhone,1,0,Enero,Sábado,Mañana,Mayo,Miércoles,Noche,2,2,Concierto
ALZATE,Adhesiones,PayPhone,1,0,Enero,Jueves,Mañana,Junio,Miércoles,Mañana,2,2,Teatro
LA BRUMA FEST,BOLETO PALCO,PayPhone,1,0,Enero,Domingo,Tarde,Febrero,Martes,Mañana,2,3,Talleres
LIBERTAD FC VS Emelec SC,FUNCIÓN 2,Wallet,1,1,Enero,Domingo,Tarde,Agosto,Miércoles,Mañana,2,2,Ferias
28ava Asamblea Nacional,FUNCIÓN 2,PayPhone,1,0,Enero,Domingo,Noche,Febrero,Sábado,Mañana,2,2,Deporte
CAPACITACION FERIA,GOLDEN,PayPhone,1,0,Enero,Sábado,Mañana,Agosto,Lunes,Tarde,2,2,Deporte
Inscripciones Ibarra Fight League,Golden Box,PayPhone,0,0,Enero,Miércoles,Noche,Marzo,Martes,Noche,2,3,Donación
La Inocente,FUNCIÓN 2,PayPhone,1,1,Enero,Domingo,Mañana,Abril,Jueves,Mañana,2,5,Deporte
A pebble falling on a silent lake,TRIBUNA NORTE,PayPhone,1,1,Enero,Martes,Mañana,Octubre,Sábado,Noche,2,3,Concierto
LA BRUMA FEST,TRIBUNA SUR,PayPhone,1,1,Enero,Martes,Noche,Octubre,Martes,Noche,2,2,Cine
Los peces no vuelan,PLATEA BAJA,Wallet,0,0,Enero,Domingo,Tarde,Diciembre,Sábado,Mañana,2,2,Deporte
LA ULTIMA ESPERANZA,BOLETO SOLIDARIO,Wallet,0,1,Enero,Sábado,Noche,Septiembre,Domingo,Mañana,2,3,Concierto
TARDE CLIPP,PLATEA BAJA,Wallet,1,1,Enero,Lunes,Mañana,Noviembre,Viernes,Noche,0,2,Teatro
MOANA 2,INSCRIPCIÓN DIGITAL,PayPhone,1,1,Enero,Lunes,Tarde,Diciembre,Domingo,Tarde,2,1,Cine
LA MOSCA,FUNCIÓN 1,Wallet,1,1,Enero,Viernes,Noche,Noviembre,Jueves,Mañana,0,8,Teatro
MOANA 2,VENTA OFICIAL,PayPhone,1,0,Enero,Jueves,Mañana,Diciembre,Lunes,Mañana,2,1,Deporte
Mujer de Piedra,FUNCIÓN 3,AppExterna,0,1,Enero,Domingo,Mañana,Septiembre,Lunes,Tarde,3,3,Deporte
DESAYUNO EMPRESARIAL,BOLETO GENERAL,PayPhone,0,1,Enero,Domingo,Tarde,Diciembre,Miércoles,Tarde,2,2,Cine
San Juanes Santa Rosa del Tejar,PLATEA MEDIA,AppExterna,1,1,Enero,Viernes,Noche,Noviembre,Domingo,Tarde,0,1,Teatro
ALZATE,INSCRIPCIÓN DIGITAL,AppExterna,0,1,Enero,Viernes,Mañana,Diciembre,Jueves,Tarde,2,1,Cine
Los peces no vuelan,PLATEA MEDIA,Wallet,1,0,Enero,Miércoles,Noche,Octubre,Viernes,Tarde,2,1,Concierto
RALLY PROVINCIA DE LOJA,Golden Box,AppExterna,0,0,Enero,Miércoles,Noche,Agosto,Domingo,Tarde,2,2,Concierto
28ava Asamblea Nacional,CORTESÍAS VIP,PayPhone,0,1,Enero,Lunes,Mañana,Diciembre,Jueves,Noche,2,3,Cine
